"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL374495";"CINNABARAMIDE D";"None";"369.46";"0";"0.97";"4";"CCCCCC(O)[C@H]1C(=O)N[C@](C(=O)O)([C@@H](O)[C@@H]2C=CCCC2)[C@@]1(C)O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.95";"0.37";"6.03";"5.51";"0";"CHEMBL909078";"Inhibition of human 20S proteasome";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1141377";"1";"Scientific Literature";"J Nat Prod";"2007";"None";"";"";"";"100.0"
"CHEMBL362804";"";"None";"609.72";"1";"3.89";"TP-109";"COc1ccc(C[C@H](NC(=O)Cc2cccc3ccccc23)C(=O)N[C@H](C(=O)NC(C=O)Cc2ccc(O)cc2)C(C)C)cc1";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL837922";"Inhibitory concentration to inhibit the PGPH activity of 20S proteasome prepared from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"31.0"
"CHEMBL2371767";"";"None";"540.66";"1";"1.36";"TP-111";"COc1ccc(C[C@@H](C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CN(C)C)C(C)C)cc1";"IC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834792";"Inhibitory concentration to inhibit trypsin-like activity of 20S proteasome from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"7.8"
"CHEMBL360654";"";"None";"609.72";"1";"3.89";"TP-108";"COc1ccc(CC(C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)Cc2cccc3ccccc23)C(C)C)cc1";"IC50";"'='";"38000.0";"nM";"4.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL837922";"Inhibitory concentration to inhibit the PGPH activity of 20S proteasome prepared from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"38.0"
"CHEMBL361462";"";"None";"623.75";"1";"4.19";"TP-110";"COc1ccc(CC(C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)Cc2cccc3ccccc23)C(C)C)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834792";"Inhibitory concentration to inhibit trypsin-like activity of 20S proteasome from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"100.0"
"CHEMBL26866";"";"None";"873.11";"3";"5.40";"19";"COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](NCc2ccc(N(C)C)cc2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)Cc2cccc3ccccc23)C(C)(C)C)C(C)C)c(O)c1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"7.78";"0.15";"1.40";"3.75";"0";"CHEMBL615352";"Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1136019";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"0.16"
"CHEMBL5397699";"";"None";"454.43";"0";"2.72";"15";"COc1ccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)NC4CC4)c3)ccc2=O)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5400082";"";"None";"553.57";"1";"2.42";"23";"COc1ccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)N[C@H]4C[C@H](N5CCOCC5)C4)c3)ccc2=O)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL74336";"";"None";"563.74";"1";"3.53";"7d";"CC(C)CC(C=O)NC(=O)C(CCC/N=C(\N)N[N+](=O)[O-])NC(=O)C(CCCCCCCCC#N)C1CCCC1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"14.58";"0.28";"4.69";"4.27";"0";"CHEMBL615353";"Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128409";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"6.0"
"CHEMBL4445118";"";"None";"1249.49";"None";"None";"12";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(N)=O";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4371819";"Negative allosteric modulation of SDS-activated human erythrocytes 20S proteasome assessed as reduction in human alpha-synuclein degradation at 10 uM after 1 hr by SDS-PAGE analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4371016";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"Active";""
"CHEMBL4473076";"";"None";"1258.51";"None";"None";"4";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4371821";"Negative allosteric modulation of SDS-activated human erythrocytes 20S proteasome assessed as reduction in yeast enolase degradation at 10 uM after 1 hr by SDS-PAGE analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4371016";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"Not active";""
"CHEMBL27225";"";"None";"920.12";"4";"5.36";"17";"COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](NCc2ccc(OC)c(OC)c2OC)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)Cc2cccc3ccccc23)C(C)(C)C)C(C)C)c(O)c1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"8.42";"0.16";"2.38";"3.76";"0";"CHEMBL615352";"Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1136019";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"0.018"
"CHEMBL25752";"";"None";"888.08";"3";"6.54";"13";"COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](NCc2ccc(Oc3ccccc3)cc2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)C(C)C)c(O)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL615352";"Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1136019";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"20.0"
"CHEMBL4777320";"";"None";"487.65";"1";"6.84";"18";"COc1ccc2c(c1)N=C(c1ccccc1)N(C1CCN(Cc3ccccc3)CC1)C2c1ccccc1";"FC";"'='";"5.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4736902";"Activation of human 20S proteosome assessed as fold increase in proteosome activity at 1.3 uM using mixture of chymotrypsin-like Suc-LLVY-AMC, trypsin-like Boc-LRR-AMC and caspase-like Z-LLE-AM fluorogenic peptides as substrates by fluorescence assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 1.3 microM";"ACTIVATOR";"";"5.5"
"CHEMBL180032";"";"None";"525.65";"1";"2.54";"TP-106";"COc1ccc(CC(C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC(C)C)C(C)C)cc1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834792";"Inhibitory concentration to inhibit trypsin-like activity of 20S proteasome from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"21.0"
"CHEMBL362470";"";"None";"539.67";"1";"2.84";"TP-107";"COc1ccc(CC(C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CC(C)C)C(C)C)cc1";"IC50";"'='";"56000.0";"nM";"4.25";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL837922";"Inhibitory concentration to inhibit the PGPH activity of 20S proteasome prepared from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"56.0"
"CHEMBL371405";"MARIZOMIB";"3.0";"313.78";"0";"1.13";"66";"C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"28.32";"0.58";"7.76";"11.75";"0";"CHEMBL5108637";"Inhibition of 20S proteasome (unknown origin) by fluorescence based assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5107956";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"1.3"
"CHEMBL178839";"";"None";"525.65";"1";"2.77";"TP-105";"CCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NC(C=O)Cc1ccc(O)cc1)C(C)C";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834792";"Inhibitory concentration to inhibit trypsin-like activity of 20S proteasome from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"2.0"
"CHEMBL361462";"";"None";"623.75";"1";"4.19";"TP-110";"COc1ccc(CC(C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)Cc2cccc3ccccc23)C(C)C)cc1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL874816";"Inhibitory concentration to inhibit chymotrypsin-like activity of 20S proteasome prepared from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"0.027"
"CHEMBL451887";"CARFILZOMIB";"4.0";"719.92";"1";"2.58";"Carfilzomib";"CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"IC50";"'='";"269.8";"nM";"6.57";"";"";"UO_0000065";"9.12";"0.17";"3.99";"4.15";"0";"CHEMBL4829381";"Inhibition of human 20S proteasome chymotrypsin-like activity in human RPMI-8226 cells overexpressing ABCB1 using Suc-LLVY-AMC as fluorogenic substrate incubated for 3 hrs by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"RPMI-8226";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4828720";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";"";"269.8"
"CHEMBL5187167";"";"None";"614.70";"2";"5.40";"4b";"O=C(NCc1ccccc1C(=O)N[C@H](/C=C(\F)S(=O)(=O)c1ccccc1)CCc1ccccc1)c1ccc2c(c1)OCCO2";"Inhibition";"";"";"%";"";"";"NA";"UO_0000187";"";"";"";"";"0";"CHEMBL5115915";"Inhibition of human 20S proteasome chymotrypsin-like activity at 11 uM using Succ-Leu-Leu-Val-Tyr-AMC as fluorogenic substrate by fluorometric assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5113413";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 11.0 microM";"";"";""
"CHEMBL5176257";"";"None";"556.66";"2";"5.63";"4d";"O=C(NCc1ccccc1C(=O)N[C@H](/C=C(\F)S(=O)(=O)c1ccccc1)CCc1ccccc1)c1ccccc1";"Inhibition";"";"";"%";"";"";"NA";"UO_0000187";"";"";"";"";"0";"CHEMBL5115915";"Inhibition of human 20S proteasome chymotrypsin-like activity at 11 uM using Succ-Leu-Leu-Val-Tyr-AMC as fluorogenic substrate by fluorometric assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5113413";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 11.0 microM";"";"";""
"CHEMBL73602";"";"None";"667.87";"1";"3.11";"7a";"COC(=O)CCCCCCCC(=O)NC(CCC/N=C(\N)NS(=O)(=O)c1c(C)cc(OC)c(C)c1C)C(=O)NC(C=O)CC(C)C";"IC50";"'='";"95.0";"nM";"7.02";"";"";"UO_0000065";"10.51";"0.21";"3.91";"3.59";"0";"CHEMBL615353";"Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128409";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"95.0"
"CHEMBL360654";"";"None";"609.72";"1";"3.89";"TP-108";"COc1ccc(CC(C=O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)Cc2cccc3ccccc23)C(C)C)cc1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834792";"Inhibitory concentration to inhibit trypsin-like activity of 20S proteasome from human leukemia HL-60 cells was determined";"F";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1143504";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307654";"";"";"";"6.0"
"CHEMBL4587036";"";"None";"2096.53";"None";"None";"Tat-A";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CC(C)C";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4357207";"Inhibition of 20S proteasome in human BE(2)-C cells at 2xIC50 using LLVY-R110 peptide as substrate measured up to 36 hrs by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4354831";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"Active";""
"CHEMBL5193289";"";"None";"368.85";"1";"6.05";"7";"O=[N+]([O-])c1cccc(CN2c3ccccc3Sc3ccc(Cl)cc32)c1";"FC";"'='";"8.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5166188";"Activation of human 20S proteosome at trypsin-like site assessed as maximum fold change in substrate degradation using Boc-LLR-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"8.0"
"CHEMBL5188065";"";"None";"736.96";"2";"5.30";"42";"CN(C(=O)C1CCN(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H]2CCCc3ccccc32)CC1)c1ccccc1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5159804";"Inhibition of chymotrypsin-like activity of 20S proteasome in human MM1.S cells assessed as accumulation of polyubiquitinated proteins at 10 to 1000 nM and measured by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MM1.S";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154760";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose_Lower = 10.0 nM | Dose_Upper = 1000.0 nM";"INHIBITOR";"Active";""
"CHEMBL5205890";"";"None";"746.35";"1";"4.82";"34";"CN(Cc1ccccc1Cl)C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)N1CCC(C(=O)N(C)c2cccnc2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5159800";"Inhibition of chymotrypsin-like activity of human 20S proteasome using Suc-Leu Leu-Val-Tyr-AMC as substrate preincubated for 15 mins followed by substrate addition measured by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154760";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"10000.0"
"CHEMBL5430635";"";"None";"388.43";"0";"2.44";"5";"O=C(NC1CC1)c1cccc(NC(=O)c2ccc(=O)n(Cc3ccccc3)n2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5405978";"";"None";"458.85";"0";"3.37";"17";"O=C(Nc1ccc(F)c(C(=O)NC2CC2)c1)c1ccc(=O)n(Cc2ccc(Cl)c(F)c2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL4870902";"";"None";"477.17";"None";"None";"11c";"O=C(N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCCBr)B(O)O)c1cnccn1";"IC50";"'='";"1943.0";"nM";"5.71";"";"";"UO_0000065";"11.97";"None";"None";"None";"0";"CHEMBL4823872";"Inhibition of human erythrocytes 20S proteasome using QXL520-YRGITCSGRQK(5-FAM)-NH2 fluorogenic peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 60 mins by HTRF assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4823253";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.167 hr";"INHIBITOR";"";"1.943"
"CHEMBL5189005";"";"None";"381.88";"1";"5.93";"5";"COC(=O)c1cccc(CN2c3ccccc3Sc3ccc(Cl)cc32)c1";"EC200";"'='";"2.4";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5166189";"Activation of human 20S proteosome at chymotrypsin like site assessed as substrate degradation using Suc-LLVY-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"2.4"
"CHEMBL280759";"";"None";"795.98";"2";"4.75";"2";"COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](NCc2ccccc2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)C(C)C)c(O)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL615352";"Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1136019";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"20.0"
