"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4587036";"";"None";"2096.53";"None";"None";"Tat-A";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CC(C)C";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"4.10";"None";"None";"None";"0";"CHEMBL4357205";"Inhibition of human 20S proteasome using Suc-LLVY-AMC as substrate measured every 5 mins for 120 mins by fluorescence based assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4354831";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"2.5"
"CHEMBL4581126";"";"None";"2293.72";"None";"None";"Tat-B";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)CC(C)C";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4357207";"Inhibition of 20S proteasome in human BE(2)-C cells at 2xIC50 using LLVY-R110 peptide as substrate measured up to 36 hrs by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4354831";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"Active";""
"CHEMBL4522493";"";"None";"1707.03";"None";"None";"7";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4371819";"Negative allosteric modulation of SDS-activated human erythrocytes 20S proteasome assessed as reduction in human alpha-synuclein degradation at 10 uM after 1 hr by SDS-PAGE analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4371016";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"Active";""
"CHEMBL4542373";"";"None";"669.85";"1";"2.93";"11i";"CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2nncs2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"12.45";"0.24";"5.41";"4.76";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"4.6"
"CHEMBL5184789";"";"None";"710.88";"1";"3.46";"26";"CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)N1CCc2ccccc2C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5159800";"Inhibition of chymotrypsin-like activity of human 20S proteasome using Suc-Leu Leu-Val-Tyr-AMC as substrate preincubated for 15 mins followed by substrate addition measured by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154760";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"10000.0"
"CHEMBL5172645";"";"None";"763.00";"2";"5.62";"47";"CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)N2CCCc3ccccc32)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H]1CCCc2ccccc21";"IC50";"'='";"8.09";"nM";"8.09";"";"";"UO_0000065";"10.61";"0.20";"2.47";"5.78";"0";"CHEMBL5159800";"Inhibition of chymotrypsin-like activity of human 20S proteasome using Suc-Leu Leu-Val-Tyr-AMC as substrate preincubated for 15 mins followed by substrate addition measured by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154760";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.25 hr";"INHIBITOR";"";"8.09"
"CHEMBL5413290";"";"None";"402.45";"0";"2.46";"6";"CN(C(=O)c1ccc(=O)n(Cc2ccccc2)n1)c1cccc(C(=O)NC2CC2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5435525";"";"None";"406.42";"0";"2.58";"9";"O=C(Nc1ccc(F)c(C(=O)NC2CC2)c1)c1ccc(=O)n(Cc2ccccc2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5416558";"";"None";"406.42";"0";"2.58";"10";"O=C(NC1CC1)c1ccc(F)c(NC(=O)c2ccc(=O)n(Cc3ccccc3)n2)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5416934";"";"None";"436.44";"0";"2.58";"13";"COc1cccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)NC4CC4)c3)ccc2=O)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL71";"CHLORPROMAZINE";"4.0";"318.87";"0";"4.89";"CPZ";"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21";"FC";"'='";"8.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5166190";"Activation of human 20S proteosome at chymotrypsin like site assessed as maximum fold change in substrate degradation using Suc-LLVY-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"8.0"
"CHEMBL71";"CHLORPROMAZINE";"4.0";"318.87";"0";"4.89";"CPZ";"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21";"EC200";"'>'";"80.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5166185";"Activation of human 20S proteosome at caspase-like site assessed as substrate degradation using Z-LLE-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"80.0"
"CHEMBL5195093";"";"None";"339.85";"1";"5.85";"8";"Oc1ccc(CN2c3ccccc3Sc3ccc(Cl)cc32)cc1";"EC200";"'>'";"80.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5166185";"Activation of human 20S proteosome at caspase-like site assessed as substrate degradation using Z-LLE-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"80.0"
"CHEMBL5193289";"";"None";"368.85";"1";"6.05";"7";"O=[N+]([O-])c1cccc(CN2c3ccccc3Sc3ccc(Cl)cc32)c1";"FC";"'='";"12.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5166186";"Activation of human 20S proteosome at caspase-like site assessed as maximum fold change in substrate degradation using Z-LLE-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"12.0"
"CHEMBL5198457";"";"None";"338.86";"1";"5.73";"9";"Nc1cccc(CN2c3ccccc3Sc3ccc(Cl)cc32)c1";"FC";"'='";"10.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5166186";"Activation of human 20S proteosome at caspase-like site assessed as maximum fold change in substrate degradation using Z-LLE-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"10.0"
"CHEMBL5406440";"";"None";"449.94";"None";"None";"18c";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Br)ccc1Br)B(O)O";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"18.66";"None";"None";"None";"0";"CHEMBL5388152";"Inhibition of human 20S proteasome chymotrypsin-like activity using Suc-Leu-Leu-Val-Tyr-AMC as fluorogenic peptide pre-incubated for 10 mins with compound followed by substrate addition for 60 mins by spectrofluorimetric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5385891";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.167 hr";"INHIBITOR";"";"4.0"
"CHEMBL5429323";"";"None";"428.14";"None";"None";"18e";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F)B(O)O";"IC50";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"19.35";"None";"None";"None";"0";"CHEMBL5388152";"Inhibition of human 20S proteasome chymotrypsin-like activity using Suc-Leu-Leu-Val-Tyr-AMC as fluorogenic peptide pre-incubated for 10 mins with compound followed by substrate addition for 60 mins by spectrofluorimetric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5385891";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.167 hr";"INHIBITOR";"";"5.2"
"CHEMBL5419917";"";"None";"634.38";"None";"None";"18u";"CC(C)C[C@H](NC(=O)C(CC1CC1)NC(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F)B1OC2C3OC(CC3C(=O)O)C2(C)O1";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"13.65";"None";"None";"None";"0";"CHEMBL5388152";"Inhibition of human 20S proteasome chymotrypsin-like activity using Suc-Leu-Leu-Val-Tyr-AMC as fluorogenic peptide pre-incubated for 10 mins with compound followed by substrate addition for 60 mins by spectrofluorimetric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5385891";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 1.167 hr";"INHIBITOR";"";"2.2"
"CHEMBL10347";"RAUWOLSCINE";"None";"354.45";"0";"2.65";"11";"COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O";"FC";"'<'";"3.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5345265";"Activation of human 20S proteasome chymotrypsin-like hydrolysis activity assessed as measuring fold increase in protein activity using SucLLVY-MCA as a fluorogenic substrate at 20 uM incubated for 1 hrs by fluorescence based assay relative to DMSO";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5344422";"1";"Scientific Literature";"J Nat Prod";"2024";"None";"DOSE = 20.0 microM | TIME = 1.0 hr";"";"";"3.0"
"CHEMBL1399124";"SYROSINGOPINE";"2.0";"666.72";"2";"4.70";"1";"CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC";"CD";"'='";"1.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5345268";"Activation of human 20S proteasome chymotrypsin-like hydrolysis activity assessed as concentration to doubling the protein activity using SucLLVY-MCA as a fluorogenic substrate measured after 1 hr by fluorescence based assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5344422";"1";"Scientific Literature";"J Nat Prod";"2024";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"1.0"
"CHEMBL1399124";"SYROSINGOPINE";"2.0";"666.72";"2";"4.70";"1";"CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC";"FC";"'='";"9.4";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5345273";"Activation of human 20S proteasome mediated caspase-like proteolytic activity assessed as maximal fold increase in protein activity using SucLLVY-MCA as a fluorogenic substrate incubated for 1 hr by fluorescence based assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5344422";"1";"Scientific Literature";"J Nat Prod";"2024";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"9.4"
"CHEMBL5180908";"";"None";"353.87";"1";"6.15";"4";"COc1cccc(CN2c3ccccc3Sc3ccc(Cl)cc32)c1";"FC";"'='";"4.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5166186";"Activation of human 20S proteosome at caspase-like site assessed as maximum fold change in substrate degradation using Z-LLE-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"4.0"
"CHEMBL4574810";"";"None";"1272.48";"None";"None";"2";"C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4371819";"Negative allosteric modulation of SDS-activated human erythrocytes 20S proteasome assessed as reduction in human alpha-synuclein degradation at 10 uM after 1 hr by SDS-PAGE analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4371016";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"Active";""
"CHEMBL5393752";"";"None";"472.45";"0";"1.94";"25";"COc1ccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)N[C@H](C)CO)c3)ccc2=O)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5402894";"";"None";"436.44";"0";"2.58";"12";"COc1ccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)NC4CC4)c3)ccc2=O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5397342";"";"None";"455.42";"0";"2.12";"18";"COc1ncc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)NC4CC4)c3)ccc2=O)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5416688";"";"None";"527.53";"1";"1.89";"22";"COc1ccc(Cn2nc(C(=O)Nc3ccc(F)c(C(=O)NCCN4CCOCC4)c3)ccc2=O)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5411272";"";"None";"428.40";"0";"2.19";"27";"CNC(=O)c1cc(NC(=O)c2ccc(=O)n(Cc3ccc(OC)c(F)c3)n2)ccc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352349";"Inhibition of chymotrypsin like activity in human proteasome using Suc-LLVY-Rho-110-D-Proline peptide as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based microplate reader analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5346981";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"4.0"
"CHEMBL5178201";"";"None";"304.80";"0";"3.82";"15";"NC(=O)CCN1c2ccccc2Sc2ccc(Cl)cc21";"EC200";"'>'";"80.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5166183";"Activation of human 20S proteosome assessed as substrate degradation using Suc-LLVY-AMC/Z-LLE-AMC/Boc-LLR-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"80.0"
"CHEMBL5177125";"";"None";"332.86";"0";"4.60";"11";"NC(=O)CCCCN1c2ccccc2Sc2ccc(Cl)cc21";"EC200";"'>'";"80.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5166185";"Activation of human 20S proteosome at caspase-like site assessed as substrate degradation using Z-LLE-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"80.0"
"CHEMBL5189747";"";"None";"314.84";"1";"5.64";"10";"N#CCCCCN1c2ccccc2Sc2ccc(Cl)cc21";"EC200";"'>'";"80.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5166189";"Activation of human 20S proteosome at chymotrypsin like site assessed as substrate degradation using Suc-LLVY-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"";"";"80.0"
"CHEMBL5193289";"";"None";"368.85";"1";"6.05";"7";"O=[N+]([O-])c1cccc(CN2c3ccccc3Sc3ccc(Cl)cc32)c1";"FC";"'='";"9.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL5166190";"Activation of human 20S proteosome at chymotrypsin like site assessed as maximum fold change in substrate degradation using Suc-LLVY-AMC as flurogenic substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by spectrometric analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5154893";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.25 hr";"ACTIVATOR";"";"9.0"
